Wed Mar 04 17:25:06 +0000 2020, International behaviour towards India shown true nature world opinion towards India Anti CAA agitation . A big lie pinned us . Now UN HRC wants intervene Supreme Court hearing ! ! !,delhi india
Wed Mar 04 17:25:07 +0000 2020, RT @ Gujju_Jon : After many fkcs https : //t.co/EZz56tYakH,
Wed Mar 04 17:25:08 +0000 2020," RT @ madeforbrettLEE : SAY NO TO CAA , NRC , NPR . FCUK BJP FCUK RSS","Bengaluru, India"
Wed Mar 04 17:25:08 +0000 2020, Swara Bhaskar instigating public mocking `` humanetarian CAA bill '' . Watch till end Swara shared stage Sharjeel Imam wanted cut Aasam & amp ; arranged rallies free JNU backdoor She provoked public police @ TarekFatah https : //t.co/lKVvH36D6k,bangalore
Wed Mar 04 17:25:08 +0000 2020," @ amitmalviya Then & amp ; party indulged . By bringing CAA , NRC AND NPR .",
Wed Mar 04 17:25:08 +0000 2020, Citizens Mumbai backing hitting streets protest # CAA_NRC Today attended addressed Huge Protest Andheri West . We stay united say CAA/NRC/NPR @ FahadTISS @ ReallySwara @ naukarshah # IndiaAgainstCAA_NRC # CAAProtests https : //t.co/5uyoeSoKRz,"मुंबई, भारत"
Wed Mar 04 17:25:09 +0000 2020," `` 'Aadhar card helped convert black money white '' Clearly misguided anti CAA women idea talking , people like # HarshMander behind brainwashing minds using political tools # WomenofShaheenBagh # CongressUnitesIndia # SayNoToCAA https : //t.co/88leE2zKFs","Noida, India"
Wed Mar 04 17:25:09 +0000 2020, The # WomenofShaheenBagh dialogue govt . But govt running away dialogue . Home Minister keeps challenging people stage debate CAA ? Why run away meeting women Shaheen Bagh ? https : //t.co/GSZsEKwvvY,NOIDA (U.P. )mobile-9891345292
Wed Mar 04 17:25:10 +0000 2020, Great postmortem recent Boulder ( impacted LetsEncrypt ) CAA Rechecking bug https : //t.co/gdtpMwloF2,San Francisco Bay Area
Wed Mar 04 17:25:12 +0000 2020, RT @ ShefVaidya : Can someone please lock hate-filled bigot Harsh Mander prison throw away keys please ?,India
Wed Mar 04 17:25:13 +0000 2020, I hope Europe sees reason India 's proposed NRC .,"Chennai,  India"
Wed Mar 04 17:25:13 +0000 2020, @ NooriMushab @ JebiMather @ IYC # WomenofShaheenBagh This What know Aadhar card '' Aadhaar Card helped t… https : //t.co/CUYiB4bAeH,Tata/Mumbai/Pune/Delhi. Bharat
Wed Mar 04 17:25:14 +0000 2020, RT @ SamyKmuni : Devendrars support CAA # ஏரும்_போரும்_தேவேந்திரர்_மரபு,
Wed Mar 04 17:25:17 +0000 2020, RT @ desimojito : Declare Corona Virus illegal immigrant implement NRC tomorrow,"Tamil Nadu, India"
Wed Mar 04 17:25:18 +0000 2020, RT @ mahesh10816 : I love UP police 😀,
Wed Mar 04 17:25:18 +0000 2020," `` Sardar Patel , Kolkata 1948 , asks Indian Ms – “ Majority Ms voted Pakistan . And 3-4 Crore still India . You say doubt patriotism . Ask . Why ? ” FAQ CAA https : //t.co/AG66Kk5dJs https : //t.co/nleFUvEnn5",MUMBAI
Wed Mar 04 17:25:18 +0000 2020," Looking quick effective relief age old Back Pain , Leg Pain , etc . Welcome Anti-CAA protest UP , world famous treatment Vaidya Shri Yogi Adityanath 🤣🤣😂😂 WATCH IT TO BELIEVE IT Cc @ AB_BJP @ BjymHO @ mahesh10816 @ Aabhas24 @ prettypadmaja https : //t.co/ek6B2UFeHi",Bharat
Wed Mar 04 17:25:22 +0000 2020, @ SidrahDP @ sakshijoshii On verge citizenship stripped ? ? ! ! Please tell us CAA stripping citizenship aunty ?,
Wed Mar 04 17:25:23 +0000 2020, RT @ delhichatter : After many fcuks 😂 https : //t.co/v5fIY6Rgal,"Punjab, India"
Wed Mar 04 17:25:25 +0000 2020, @ Robinbouw8 @ Minimuisje67 @ ehjongsma @ ddaa49 @ OprechtsNu @ Jodelieho @ Alleen_24_juli @ slaghoedje @ Hvbt36Henny… https : //t.co/5N3xwZif6w,"Enschede, Nederland"
Wed Mar 04 17:25:27 +0000 2020, RT @ KhanShaan48 : Fight Continue Against CAA NRC NPR # WomenofShaheenBagh # IndiaAgainstCAA_NRC_NPR https : //t.co/nsSD7fLdOZ,"Doha, Qatar"
Wed Mar 04 17:25:28 +0000 2020," Anti-CAA riots India establishing Sharia , Nothing Else ! In 2017 , SP leader Mavia Ali said , '' We 're Muslims first , Indians later - If law clashes Islam , wo n't follow , Constitution , Parliament . We loyal country . '' # Jihad https : //t.co/3T9EirFAri",GORAKHPUR
Wed Mar 04 17:25:28 +0000 2020," Since 2002 charlatan Harsh Mander standing roof tops shouting secularism , pluralism & amp ; even democracy danger India sudden rise Hindutva & amp ; Fascism . If indeed iota truth would arrested 2 decades ago https : //t.co/LNlQ3DRXZB",
Wed Mar 04 17:25:33 +0000 2020," The DCP , affidavit , says speech delivered Mander December last year anti-CAA protest held Jamia University `` contemptuous '' nature made `` derogatory remarks '' # SupremeCourt . # HarshMander @ DelhiPolice # CJIBobde","Pune, India"
Wed Mar 04 17:25:35 +0000 2020, Harsh Mander filed mercy pleas Yakub Memon Ajmal Kasab . Harsh Mander seen inciting mobs state India . Old habits die hard ...,Akhand Bharatiya
Wed Mar 04 17:25:35 +0000 2020," US pulled @ UN_HRC calling `` cess pool bias '' . Now , intervening ongoing case CAA India lived description . UNHRC first intervene Iran , Pak , China preach India .",yaadhum oorE ! யாதும் ஊரே !
Wed Mar 04 17:25:39 +0000 2020, This unprecedented step & amp ; arguably extreme one @ UN body take . But India respected upholder human rights past UN agency would needed consider thing : https : //t.co/b5KLsP3eb7,"Mumbai, India"
Wed Mar 04 17:25:40 +0000 2020, Trouble For Harsh Mander ? A Video Of An Inflammatory Speech Delivered By Him In Jamia During Anti-CAA Protest Shown To SC Judges . Mander seen heard addressing frenzied bob saying “ future country decided streets ” https : //t.co/meEEkbctJx,
Wed Mar 04 17:25:44 +0000 2020, RT @ ashwaniattrish : What ! ! !,
Wed Mar 04 17:25:45 +0000 2020, @ RepEliotEngel If n't support responsible Muslim genocide Kashmir India . # CAA # IOK,
Wed Mar 04 17:25:47 +0000 2020, Imagine THIS man HC get FIRs done people hate speech . THIS MAN - says neither Parliament Nor Supreme Court decide CAA decide streets . This man given midnight hearing judge . Imagine . https : //t.co/B4L68i1VoQ,
Wed Mar 04 17:25:47 +0000 2020, @ barandbench @ ShashiTharoor Cong MP talking abt CAA SC judge Dias ? Can parliamentarians give directiv… https : //t.co/ATPaUgWYJt,
Wed Mar 04 17:25:51 +0000 2020, The whole exercise revolt engineered Sharia Naxals . They failed caused immense loss terms lives properties . Inaction embolden .,"New Delhi, India"
Wed Mar 04 17:25:51 +0000 2020," India 's concerns : 🔹Coronavirus 🔹Delhi riots 🔹Sinking economy 🔹CAA-NRC-NPR BJP 's response : 🔹IT & amp ; CRPF raids Chhattisgarh 🔹MLA horse trading MP 🔹Assaulting Opposition MPs Parliament 🔹Distract Clearly , BJP NO interest governing India . They want power .",
Wed Mar 04 17:25:52 +0000 2020, Escalating neglected violence South-West & amp ; North-West regions Cameroon takes another grave turn . Spike reports civilians gruesomely targeted . People forced flee must allowed access aid without fear . Mediation vital end conflict https : //t.co/ZK2gaLOErp,
Wed Mar 04 17:25:53 +0000 2020, UNHRCs act filing petition SC CAA shocking extreme . Apart exhibiting gross double standards- never condemned let alone initiated action theocracy- ’ action nothing stark interference India ’ internal affairs,
Wed Mar 04 17:25:54 +0000 2020, # DAY_57 NON-STOP 24/7 RESISTANCES AGAINST CAA-NRC-NPR REVOLUTIONARY POETRY BY DAUGHTERS OF SHAHEEN BAGH AURANGABAD # ShaheenBaghAurangabad # Aurangabad @ nazmaaman @ QutqutG @ India_Resists @ IndiasMuslims @ yehlog @ Ssaniya25 @ imMAK02 @ Iqra_K_ @ hazratbilli https : //t.co/LKHB4flhBe,"New Delhi,India"
Wed Mar 04 17:25:58 +0000 2020, RT @ mahesh10816 : I love UP police 😀 https : //t.co/5qkgbwbgLc,
Wed Mar 04 17:25:59 +0000 2020," Asia Ikram , Jamia student also spoke difficulty finding cabs anti-CAA protests Jamia . She said , “ It 's nearly impossible get cab back Jamia literally anywhere Delhi. ” # Delhi https : //t.co/UstIjAIp2k",
Wed Mar 04 17:26:00 +0000 2020, # SpareHinduFestivals At First # StopKilingInTheNameOfAllah,"Raipur, Chhattisgarh, India"
Wed Mar 04 17:26:02 +0000 2020," India 's turn towards Hindu nationalism actions Kashmir , Assam , CAA cause nation receive largest score decline terms freedom among world ’ 25 largest democracies . Kashmir freedom status dropped Not Free . https : //t.co/3NZbBrmo9q","नई दिल्ली, भारत"
Wed Mar 04 17:26:02 +0000 2020," Mothers & amp ; grandmothers stage weeks-long sit-in CAA . A mother 29 day old daughter , grandmothers & amp ; children . History remember women fighting cold weather & amp ; protesting . Kudos Spirit ❤️ # WomenofShaheenBagh https : //t.co/WgDg6WLWqx",
Wed Mar 04 17:26:03 +0000 2020," Mobile internet messaging services withdrawn six districts Khasi Jaintia Hills region following clashes tribal non-tribal groups , claimed three lives . https : //t.co/LAxff4I0uS","Aurangabad, India"
Wed Mar 04 17:26:04 +0000 2020, RT @ kaaashif : Albany New York state unanimously passes resolution condemning India 's CAA . https : //t.co/l4PMFydCu5 https : //t.co/aJGbeWG…,
Wed Mar 04 17:26:07 +0000 2020," Cornered court , Mandar ’ lawyer Nundy sought time verify video met prompt retort SG Mehta said strange Mander one hand wants time verify speech hand demanding immediate FIRs others .","Bengaluru, India"
Wed Mar 04 17:26:15 +0000 2020, The truth stranger fiction . U may nt like bt tht mean truth wl change . Any intellectual lead… https : //t.co/zgnh5JT7ds,"Guwahati, India"
Wed Mar 04 17:26:15 +0000 2020," From removing Articles 370 & amp ; 35a Constitution CAA & amp ; NRC , Modi & amp ; BJP whipping anti-Muslim hate . The violence Delhi , dozens died , latest example . Today I called government speak bigotry . https : //t.co/fcsCCgf6cd",
Wed Mar 04 17:26:25 +0000 2020," Thank much , Zarah . I literally short words express gratitude ☺️ Love Kashmir 💕",پلوامہ، مقبوضہ کشمیر 
Wed Mar 04 17:26:26 +0000 2020, Having failed get traction India ’ abolition Article 370 India ’ enemies malign India based falsehoods regarding CAA . The focus gullible Europe . The EU resolutions Economist cover story : Intolerant India part concerted design .,"Mumbai, India "
Wed Mar 04 17:26:26 +0000 2020, # CAA_NRC_Protests 1/2 # DelhiRiots This disgusting face Hindutva . They arrest burned Muslims houses & amp ; Masjids . The police threatened peaceful protesters protesting CAA . This woman first threatened police . # WomenofShaheenBagh https : //t.co/3hbrHKo9cr,"Doha, Qatar"
Wed Mar 04 17:26:27 +0000 2020," When 18,999 nationals neibhouring countries given citizenship 5 years , without reference religion , necessity # CAA @ AmitShah ? To create unrest ?",India
Wed Mar 04 17:26:34 +0000 2020," 🤔Will heard , , hearings challenges constitutionality Demonetization ( event ~ 1210 days ago ) ?",Perambur
Wed Mar 04 17:26:35 +0000 2020," Harsh Mander , formerly NAC run Sonia Gandhi , instigating rebellion elected Parliament India SC . He telling people revolt two pillars democracy . SC , right said today , must FIRST sort . https : //t.co/Wx75sMxPx2",India
Wed Mar 04 17:26:36 +0000 2020," The ugly reality CAA protests - Mushtaq , Momin & amp ; Pappu entered homes Rehana & amp ; Meena , beat & amp ; forced participate anti-CAA protests . I understand awkward situation left liberals - Confused whether support 'Secularism ' 'Feminism ' ? 🤔 https : //t.co/Sn9pbySx0H",Lucknow
Wed Mar 04 17:26:38 +0000 2020, CAA affects minority groups like LGBTQI* people & amp ; Dalits . Those suffer historically disa… https : //t.co/03Z5ZyDiwm,"Glasgow, Scotland"
Wed Mar 04 17:26:40 +0000 2020, @ realDonaldTrump ..this anti india scum supposedly ur country ... grab scruff deport back India ...,
Wed Mar 04 17:26:41 +0000 2020, @ NirliptaJ @ UmarKhalidJNU What 's wrong CAA.can tell us ?,
Wed Mar 04 17:26:42 +0000 2020," In rural # Assam , many understd # NRC red tape/ Kafkesque implementation . But even remotest villages , ppl know govt ca n't keep jailed 3 yrs . That 's @ harsh_mander 's PIL . He 's saved 100s lives Assam .",
Wed Mar 04 17:26:47 +0000 2020," `` Decision happen neither Supreme court Parliament , made streets '' Harsh Mander , assigned Soros break India . This hatemonger seen inciting mob violence Jamia Millia Islamia University . https : //t.co/N9FomKG8Kq",
Wed Mar 04 17:26:48 +0000 2020, @ ANSHUBAJPAI1 @ RahulGandhi Are u drunk running anti caa nrc campaign ? .,
Wed Mar 04 17:26:52 +0000 2020," 'Internal Issues ' per BJP 🔸Delhi Pogrom 🔸CAA & amp ; NRC 🔸Lynchings When Sanghis involved hate speech & amp ; violence , 'Internal Issue' India signatory UN 's Universal Declaration Human Rights When institutions & amp ; judiciary fail , world intervene !",
Wed Mar 04 17:26:52 +0000 2020, @ AnnePolkamp @ jokeleenders @ JRienke @ nrc @ LaScNo Yes must ! Awesome thank,Amsterdam
Wed Mar 04 17:26:54 +0000 2020," A clarification : read CAA alone ( implemented via NRC ) , yes , even Hindus , Sikhs , Buddhists , etc . left stateless unless 're able establish Afghani , Bangladeshi Pakistani roots . So sure , NRC secular discriminates the.. 1/n",Mumbai/Hyderabad
Wed Mar 04 17:26:55 +0000 2020, Good treatment .,"Thanjavur, Tamilnadu."
Wed Mar 04 17:26:57 +0000 2020, Why earth @ RepEliotEngel standing human rights basic human dignity ?,
Wed Mar 04 17:26:57 +0000 2020, @ RanaAyyub @ mirakamdar Anti national journalists like u didnt mention reason 2002 ( burning Hindus Godhra… https : //t.co/rUcp9YJgh5,"Bengaluru South, India"
Wed Mar 04 17:26:59 +0000 2020," Hate Speech Harsh Mander-says Supreme Court uphold secularism cases NRC , Ayodhya , Kashmir . These issues decided Supreme Court Parliament . We come roads & amp ; decide issues roads . Citizens request SC reject petition today @ CPDelhi","Gurgaon, India"
Wed Mar 04 17:27:00 +0000 2020," @ DelhiPolice everything possible demean . You seem forget job harass , threaten terrorise civilians ... paid tax monies serve us . How dare behave shamelessly .","ÜT: 19.138741,72.820079"
Wed Mar 04 17:27:04 +0000 2020," Faisla ( Judgment ) happen Supreme Court Parliament , happen streets . This Harsh Mandar . Occupy streets - cool speech , @ KapilMishra_IND hate speech asking streets cleared . Bombs grenades-self defence . RIght streets-terror",india
Wed Mar 04 17:27:12 +0000 2020, India defends CAA UN rights chief approaches Supreme Court @ AJENews https : //t.co/0DHISWPtCI,New York and Toronto. 
Wed Mar 04 17:27:13 +0000 2020, Coronavirus outbreak Delhi..😷 Everyone advised involve mass gatherings..🙏 Meanwhile CAA Protesters..😂 # CoronavirusReachesDelhi # CoronaAlert # CAA_NRC_Protests https : //t.co/s8lJkxxsyl,
Wed Mar 04 17:27:14 +0000 2020," @ AskAnshul `` Aadhaar Card helped convert black money white '' ! ! Clearly misguided anti-CAA women idea talking , people like Harsh Mandar behind brainwashing minds using political tools . # HarshMandar # WomenofShaheenBagh https : //t.co/MhLoTE39qT",
Wed Mar 04 17:27:16 +0000 2020," How promoting Anarchism ? Why constant demonisation every Institution India ? Police , court , Constitution everything demonized Left-Islam*st nexus . This constant fear-mongering & amp ; demonising cause vi0lence future stopped .",
Wed Mar 04 17:27:18 +0000 2020," When Delhi burning , Nitish Kumar indulging minority apppeasement politics back home Patna . The anti NRC resolution indicates latest belligerence . Nitish must stop taking @ BJP4India granted . I argue @ ThePrintIndia https : //t.co/rWQ9fni084","Carson City, NV"
Wed Mar 04 17:27:21 +0000 2020, @ DelhiPolice @ AmitShah please pick tips @ Uppolice dnt hesitate protect ppl dnt hestitate treat goons like need treated . And plz heaven sake dnt worry World think talk . It ’ country ’ ppl . We voted world,
Wed Mar 04 17:27:22 +0000 2020," Someone forwarded picture . Speaks volumes . CAA turned civilisational boon , pictures like common man expressing freely proves . https : //t.co/rEPkwGlOqQ",
Wed Mar 04 17:27:22 +0000 2020, @ StrikeDisplayUK The CAA get bit sad land car park .,Kent
Wed Mar 04 17:27:27 +0000 2020, @ Gujaratriotscom @ PrakashJavdekar What Shame ! Lutyens anti-national given red carpet ? @ AmitShah @ JPNadda Th… https : //t.co/a4ZWymi5y4,India
Wed Mar 04 17:27:28 +0000 2020, @ cmkshama Kshama : You disgrace . You inciting religious hatred calling CAA 'Islamophobe ' . Pure shame . U r also maligning India USA distorting facts .,
Wed Mar 04 17:27:29 +0000 2020, # Watch : News Nation 's special show ' # KhojKhabar ' brings fierce debate hate speeches made politicians anti-CAA protesters . @ DChaurasia2312 # kkwithdchaurasia https : //t.co/rt6uuFxkon,
Wed Mar 04 17:27:29 +0000 2020, RT @ JerryS007 : @ trouw Hier ... . moslims India https : //t.co/rpgWWxoclw,
Wed Mar 04 17:27:29 +0000 2020, @ Shudraism The major question going called illegal immigrants ? India assu… https : //t.co/IdmH0JcG2n,"İstanbul, Türkiye"
Wed Mar 04 17:27:31 +0000 2020," # WomenofShaheenBagh , # SheInspiresUs Lucknow # CAA It 's raining time nd women protesting # CAA since 40Dys Lko . Govt adopted many negative tactics remve pceful Protest & amp ; defame Protestors . https : //t.co/bcSoky5UXJ",JINGOSTAN/DELHIITE
Wed Mar 04 17:27:38 +0000 2020, PM India # Modi : - supports Hindu nationalism - revoked # Kashmir 's autonomy - helped pass # CAA So weapons manufacturers @ Boeing & amp ; @ Raytheon reportedly vying sell # India $ 15 billion weapons ? Do n't approve weapons sales India ! https : //t.co/kCOoDnjdMc,a galaxy far far away
Wed Mar 04 17:27:39 +0000 2020, The # WomenofShaheenBagh dialogue govt . But govt running away dialogue . Home Minister keeps challenging people stage debate CAA ? Why run away meeting women Shaheen Bagh ? https : //t.co/UYpBVzinIO,भारत
Wed Mar 04 17:27:41 +0000 2020," Dear Modi govt , withdraw present # CAA must , redraft substantially . Take words : ” Hindu , Sikh , Buddhist , Jain , Parsi , Christian. ” Replace words : “ persecuted religious minorities. ” 🙏 # CAA_NRC_Protests",India
Wed Mar 04 17:27:45 +0000 2020," In Bangladesh , pro-bjp Hasina govt said CAA violence domestic issues . She invited Modi participate celebrations connected birth centenary Bangladesh ’ founder , Sheikh Mujibur Rahman March 17 . Shame Bangladesh 1/2","Maharashtra, India"
Wed Mar 04 17:27:45 +0000 2020, @ Alleen_24_juli @ Robinbouw8 @ slaghoedje @ OprechtsNu @ Hvbt36Henny @ Jodelieho @ theHeeenry @ FeyeNody @ Minimuisje67… https : //t.co/HFkKcWWm1O,"Tytsjerksteradiel, Nederlân"
Wed Mar 04 17:27:50 +0000 2020, After seeing peoples protests .. ashame seen brothers sisters even nei… https : //t.co/xdEOjfAqYQ,Kuwait From Madurai
Wed Mar 04 17:27:50 +0000 2020," Majority traders Muslims , stopped buying knitted garments producers , mostly Hindus , claim manufacturers . https : //t.co/rIBCkuJxFr",Patna
Created At,Text,Location
Wed Mar 04 17:46:54 +0000 2020, Swara Bhaskar instigating public mocking `` humanetarian CAA bill '' . Watch till end Swara shared stage Sharjeel Imam wanted cut Aasam & amp ; arranged rallies free JNU backdoor She provoked public police @ TarekFatah https : //t.co/lKVvH36D6k,funeral of secularism
Wed Mar 04 17:46:54 +0000 2020," Anti-CAA riots India establishing Sharia , Nothing Else ! In 2017 , SP leader Mavia Ali clear ; '' We 're Muslims first , Indians later - If law clashes w/ ideology Islam , I Islam - We loyal country , leaders '' https : //t.co/Oerl7e1ZTh",
Wed Mar 04 17:46:57 +0000 2020, RT @ vickynanjappa : CAA protests : The Ghazwa-e-Hind motive masked ‘ protection Indian Muslim ’ stories https : //t.co/q2wQlb8qTX,India
Wed Mar 04 17:46:58 +0000 2020, @ EconomicTimes Y @ ukhomeoffice UK Brexit wishes Scotland n Northern Ireland ? Is indian par… https : //t.co/AXBfWGIywH,"Gurgaon,india"
Wed Mar 04 17:47:00 +0000 2020," Harsh Mander , formerly NAC run Sonia Gandhi , instigating rebellion elected Parliament India SC . He telling people revolt two pillars democracy . SC , right said today , must FIRST sort . https : //t.co/Wx75sMxPx2",
Wed Mar 04 17:47:01 +0000 2020, RT @ mainbhiengineer : How coronavirus enter India CAA already implemented ?,"Bihar , India "
Wed Mar 04 17:47:02 +0000 2020, Almost enticing civil war Amit Shah/BJP 's CAA triggered violence . 'With love ( Islamophilia ) West ' saw next cha… https : //t.co/py6i26cFI3,United Kingdom
Wed Mar 04 17:46:57 +0000 2020, RSS pro CAA Sanghi goons attacking Muslim homes anti CAA protestors NE Delhi . Various videos show Delhi Police General Dyer Amit Shah helping mobs ! Appealing Courts take Suo Motu cognizance grave situation injustice,jambughoda
Wed Mar 04 17:47:04 +0000 2020," CAA Act passed Indian Parliament . Muslims , help Modi haters , Commies & amp ; foreign funded NGOs opposing . By implication , want veto power Indian Parliament . @ davidfrawleyved @ abhijitmajumder @ mariawirth1 @ sgurumurthy @ Si_lv_er @ ashokepandit",
Wed Mar 04 17:47:05 +0000 2020," @ NadiaWhittomeMP Thanks saying , Ma'am BJP mentor RSS Nazi-inspired , militant outfit masquerading `` cultural '' organization . It bigotry misogyny DNA . It funds / penetrated many institutions lobbies abroad And CAA NRC discriminatory https : //t.co/Ux0qzY6avM","Aaj me upar, aasman neeche"
Wed Mar 04 17:47:05 +0000 2020, The # WomenofShaheenBagh dialogue govt . But govt running away dialogue . Home Minister keeps challenging people stage debate CAA ? Why run away meeting women Shaheen Bagh ? https : //t.co/GSZsEKwvvY,"Bhiwandi, Solapur, India "
Wed Mar 04 17:47:07 +0000 2020," The ugly reality CAA protests - Mushtaq , Momin & amp ; Pappu entered homes Rehana & amp ; Meena , beat & amp ; forced participate anti-CAA protests . I understand awkward situation left liberals - Confused whether support 'Secularism ' 'Feminism ' ? 🤔 https : //t.co/Sn9pbySx0H",
Wed Mar 04 17:47:09 +0000 2020, Urgent : anyone concerned India & amp ; Kashmir tag @ RepEliotEngel . @ HouseForeign marking legislation TODAY ’ refusing consider HR 745 condemns atrocities Kashmir & amp ; potential amendment would denounced CAA & amp ; NRC . Spread word .,"Beijing, People's Republic of "
Wed Mar 04 17:47:10 +0000 2020," Bernie 's Congressional proxies incredibly unpopular among IA 's : 1 ) @ PramilaJayapal sponsored anti-India # HRes745-slamming India Kashmir ignoring # KashmiriPandits 2 ) @ IlhanMN targeted @ AartiTikoo @ HouseForeign panel . Her sneering tweets # CAA , Modi , etc .",
Wed Mar 04 17:47:10 +0000 2020," MEDIA BLACKOUT : Jihadis declared WAR non-Muslims India Mullah boasts Muslim pop . double 30yrs , threatens Hindus Islamic rule India , vows PM Modi dead soon & amp ; CAA supporters burned alive Crowd Terrorists celebrate & amp ; chant `` Allahu Akbar '' https : //t.co/xBP200SiDP",
Wed Mar 04 17:47:14 +0000 2020, RT @ hmlakdawala : And country wants NRC people provide documents prove citizenship . https : //t.co/uaiW…,"Delhi, India"
Wed Mar 04 17:47:14 +0000 2020," From removing Articles 370 & amp ; 35a Constitution CAA & amp ; NRC , Modi & amp ; BJP whipping anti-Muslim hate . The violence Delhi , dozens died , latest example . Today I called government speak bigotry . https : //t.co/fcsCCgf6cd",
Wed Mar 04 17:47:15 +0000 2020, RT @ kaaashif : Albany New York state unanimously passes resolution condemning India 's CAA . https : //t.co/l4PMFydCu5 https : //t.co/aJGbeWG…,"Bengaluru, India"
Wed Mar 04 17:47:16 +0000 2020, Imagine THIS man HC get FIRs done people hate speech . THIS MAN - says neither Parliament Nor Supreme Court decide CAA decide streets . This man given midnight hearing judge . Imagine . https : //t.co/B4L68i1VoQ,
Wed Mar 04 17:47:17 +0000 2020," For 72 years , neither indian political class liberals gave rat'sass Ahmediyas Pakistan supposedly persecuted . Post-CAA , persecuted community must happy Indian politicians/liberals rioting kiss ass .",
Wed Mar 04 17:47:19 +0000 2020," RT @ madeforbrettLEE : SAY NO TO CAA , NRC , NPR . FCUK BJP FCUK RSS",
